contig	feature_type	lend	rend
COL1A1--FN1	GeneA	14431	14538
COL1A1--FN1	GeneA	14431	14807
COL1A1--FN1	GeneA	14877	14930
COL1A1--FN1	GeneA	15292	15399
COL1A1--FN1	GeneA	15292	15774
COL1A1--FN1	GeneA	15492	15774
COL1A1--FN1	GeneA	15907	16097
COL1A1--FN1	GeneA	15907	16570
COL1A1--FN1	GeneA	16394	16636
COL1A1--FN1	GeneA	16766	19125
COL1A1--FN1	GeneB	22126	22643
COL1A1--FN1	GeneB	22225	22643
COL1A1--FN1	GeneB	22230	22643
COL1A1--FN1	GeneB	22231	22643
COL1A1--FN1	GeneB	23474	23602
COL1A1--FN1	GeneB	24603	24740
COL1A1--FN1	GeneB	25741	25872
COL1A1--FN1	GeneB	26853	26990
COL1A1--FN1	GeneB	27991	28149
COL1A1--FN1	GeneB	29150	29341
COL1A1--FN1	GeneB	30110	30289
COL1A1--FN1	GeneB	30909	31085
COL1A1--FN1	GeneB	32086	32238
COL1A1--FN1	GeneB	33059	33656
COL1A1--FN1	GeneB	33528	33656
COL1A1--FN1	GeneB	34657	34800
COL1A1--FN1	GeneB	34657	34753
COL1A1--FN1	GeneB	35801	35922
COL1A1--FN1	GeneB	35801	36098
COL1A1--FN1	GeneB	37099	37279
COL1A1--FN1	GeneB	37263	37650
COL1A1--FN1	GeneB	37474	37650
COL1A1--FN1	GeneB	38651	38779
COL1A1--FN1	GeneB	38651	38758
COL1A1--FN1	GeneB	38880	38969
COL1A1--FN1	GeneB	39756	39950
COL1A1--FN1	GeneB	40567	40839
COL1A1--FN1	GeneB	41840	42106
COL1A1--FN1	GeneB	43107	43201
COL1A1--FN1	GeneB	44202	44370
COL1A1--FN1	GeneB	44827	44913
COL1A1--FN1	GeneB	45914	46105
COL1A1--FN1	GeneB	46912	49001
COL1A1--FN1	GeneB	47430	47702
COL1A1--FN1	GeneB	47486	47702
COL1A1--FN1	GeneB	48819	49001
COL1A1--FN1	GeneB	50002	50091
COL1A1--FN1	GeneB	51092	51361
COL1A1--FN1	GeneB	52362	52478
COL1A1--FN1	GeneB	52362	53318
COL1A1--FN1	GeneB	53154	53318
COL1A1--FN1	GeneB	53258	53318
COL1A1--FN1	GeneB	53855	54010
COL1A1--FN1	GeneB	55011	55124
COL1A1--FN1	GeneB	55011	58206
COL1A1--FN1	GeneB	55011	55177
COL1A1--FN1	GeneB	55288	55333
COL1A1--FN1	GeneB	56007	56525
COL1A1--FN1	GeneB	56256	56525
COL1A1--FN1	GeneB	58019	58206
COL1A1--FN1	GeneB	58019	58131
COL1A1--FN1	GeneB	59074	59161
COL1A1--FN1	GeneB	60162	60338
COL1A1--FN1	GeneB	61111	61207
COL1A1--FN1	GeneB	61118	61207
COL1A1--FN1	GeneB	61118	61203
COL1A1--FN1	GeneB	61147	61207
COL1A1--FN1	GeneB	61443	61622
COL1A1--FN1	GeneB	62623	62712
COL1A1--FN1	GeneB	63552	63925
COL1A1--FN1	GeneB	63595	64125
COL1A1--FN1	GeneB	63659	63925
COL1A1--FN1	GeneB	63659	64125
COL1A1--FN1	GeneB	63734	63925
COL1A1--FN1	GeneB	63734	64170
COL1A1--FN1	GeneB	63734	64125
COL1A1--FN1	GeneB	64019	64125
COL1A1--FN1	GeneB	65171	65397
COL1A1--FN1	GeneB	65259	65397
COL1A1--FN1	GeneB	65259	65348
COL1A1--FN1	GeneB	65259	65311
COL1A1--FN1	GeneB	66398	66562
COL1A1--FN1	GeneB	66398	66746
COL1A1--FN1	GeneB	67747	67995
COL1A1--FN1	GeneB	67824	67995
COL1A1--FN1	GeneB	67870	67995
COL1A1--FN1	GeneB	67983	67995
COL1A1--FN1	GeneB	68515	68621
COL1A1--FN1	GeneB	68515	69130
COL1A1--FN1	GeneB	68515	68833
COL1A1--FN1	GeneB	69860	71531
COL1A1--FN1	GeneB	71421	71531
COL1A1--FN1	GeneB	71874	73060
COL1A1--FN1	GeneB	71874	73046
COL1A1--FN1	GeneB	71874	73042
COL1A1--FN1	GeneB	71874	72638
COL1A1--FN1	GeneB	71874	72635
COL1A1--FN1	GeneB	71874	72634
COL1A1--FN1	GeneB	71874	72353
COL1A1--FN1	GeneB	71874	72159
COL1A1--FN1	MicroH	17743	22126
COL1A1--FN1	MicroH	13153	22165
COL1A1--FN1	MicroH	2357	22177
COL1A1--FN1	MicroH	2358	22178
COL1A1--FN1	MicroH	18118	22208
COL1A1--FN1	MicroH	13980	22250
COL1A1--FN1	MicroH	13981	22251
COL1A1--FN1	MicroH	17982	22254
COL1A1--FN1	MicroH	4213	22310
COL1A1--FN1	MicroH	14908	22310
COL1A1--FN1	MicroH	4214	22311
COL1A1--FN1	MicroH	17399	22353
COL1A1--FN1	MicroH	17395	22363
COL1A1--FN1	MicroH	17396	22364
COL1A1--FN1	MicroH	18685	22442
COL1A1--FN1	MicroH	6831	22523
COL1A1--FN1	MicroH	12701	22523
COL1A1--FN1	MicroH	6832	22524
COL1A1--FN1	MicroH	12702	22524
COL1A1--FN1	MicroH	12703	22525
COL1A1--FN1	MicroH	14557	22609
COL1A1--FN1	MicroH	14558	22610
COL1A1--FN1	MicroH	7179	22640
COL1A1--FN1	MicroH	7180	22641
COL1A1--FN1	MicroH	17647	24704
COL1A1--FN1	MicroH	10067	25747
COL1A1--FN1	MicroH	15971	25799
COL1A1--FN1	MicroH	15927	26918
COL1A1--FN1	MicroH	9377	26920
COL1A1--FN1	MicroH	18941	28033
COL1A1--FN1	MicroH	10423	28039
COL1A1--FN1	MicroH	13428	28039
COL1A1--FN1	MicroH	10424	28040
COL1A1--FN1	MicroH	15481	28126
COL1A1--FN1	MicroH	14210	29202
COL1A1--FN1	MicroH	13181	29239
COL1A1--FN1	MicroH	13182	29240
COL1A1--FN1	MicroH	8885	29308
COL1A1--FN1	MicroH	8886	29309
COL1A1--FN1	MicroH	16603	30162
COL1A1--FN1	MicroH	14473	30203
COL1A1--FN1	MicroH	5928	30287
COL1A1--FN1	MicroH	9617	30289
COL1A1--FN1	MicroH	16239	30911
COL1A1--FN1	MicroH	14769	32108
COL1A1--FN1	MicroH	17313	33061
COL1A1--FN1	MicroH	17314	33062
COL1A1--FN1	MicroH	17882	33231
COL1A1--FN1	MicroH	18048	33243
COL1A1--FN1	MicroH	18049	33244
COL1A1--FN1	MicroH	3788	33377
COL1A1--FN1	MicroH	3789	33378
COL1A1--FN1	MicroH	19123	33466
COL1A1--FN1	MicroH	14386	33478
COL1A1--FN1	MicroH	14387	33479
COL1A1--FN1	MicroH	5856	33496
COL1A1--FN1	MicroH	5857	33497
COL1A1--FN1	MicroH	16262	33630
COL1A1--FN1	MicroH	13884	34800
COL1A1--FN1	MicroH	14282	35808
COL1A1--FN1	MicroH	4249	35918
COL1A1--FN1	MicroH	4250	35919
COL1A1--FN1	MicroH	12084	35919
COL1A1--FN1	MicroH	12552	35919
COL1A1--FN1	MicroH	4251	35920
COL1A1--FN1	MicroH	8469	35920
COL1A1--FN1	MicroH	12553	35920
COL1A1--FN1	MicroH	4252	35921
COL1A1--FN1	MicroH	12554	35921
COL1A1--FN1	MicroH	4253	35922
COL1A1--FN1	MicroH	17915	35982
COL1A1--FN1	MicroH	17916	35983
COL1A1--FN1	MicroH	15656	37290
COL1A1--FN1	MicroH	11516	37330
COL1A1--FN1	MicroH	14876	37330
COL1A1--FN1	MicroH	17373	37340
COL1A1--FN1	MicroH	14242	37345
COL1A1--FN1	MicroH	14243	37346
COL1A1--FN1	MicroH	10258	37355
COL1A1--FN1	MicroH	10153	37445
COL1A1--FN1	MicroH	18459	37451
COL1A1--FN1	MicroH	8570	37513
COL1A1--FN1	MicroH	1125	37553
COL1A1--FN1	MicroH	16899	38688
COL1A1--FN1	MicroH	13231	38691
COL1A1--FN1	MicroH	16452	38878
COL1A1--FN1	MicroH	1168	38889
COL1A1--FN1	MicroH	10300	38946
COL1A1--FN1	MicroH	10301	38947
COL1A1--FN1	MicroH	10077	39790
COL1A1--FN1	MicroH	10078	39791
COL1A1--FN1	MicroH	15935	39845
COL1A1--FN1	MicroH	12317	39847
COL1A1--FN1	MicroH	2837	39922
COL1A1--FN1	MicroH	2838	39923
COL1A1--FN1	MicroH	14056	40574
COL1A1--FN1	MicroH	14057	40575
COL1A1--FN1	MicroH	4443	40690
COL1A1--FN1	MicroH	18861	40690
COL1A1--FN1	MicroH	4444	40691
COL1A1--FN1	MicroH	7681	40691
COL1A1--FN1	MicroH	10542	40691
COL1A1--FN1	MicroH	16825	40712
COL1A1--FN1	MicroH	17886	40775
COL1A1--FN1	MicroH	15951	40776
COL1A1--FN1	MicroH	8851	40785
COL1A1--FN1	MicroH	8852	40786
COL1A1--FN1	MicroH	5202	41889
COL1A1--FN1	MicroH	12960	41889
COL1A1--FN1	MicroH	5203	41890
COL1A1--FN1	MicroH	6061	41891
COL1A1--FN1	MicroH	15323	41898
COL1A1--FN1	MicroH	4207	41984
COL1A1--FN1	MicroH	4208	41985
COL1A1--FN1	MicroH	13421	41985
COL1A1--FN1	MicroH	14894	41985
COL1A1--FN1	MicroH	17026	43166
COL1A1--FN1	MicroH	8766	44198
COL1A1--FN1	MicroH	8767	44199
COL1A1--FN1	MicroH	17982	44221
COL1A1--FN1	MicroH	18946	44889
COL1A1--FN1	MicroH	8745	47023
COL1A1--FN1	MicroH	3792	47226
COL1A1--FN1	MicroH	12024	47229
COL1A1--FN1	MicroH	12025	47230
COL1A1--FN1	MicroH	14422	47230
COL1A1--FN1	MicroH	12026	47231
COL1A1--FN1	MicroH	14423	47231
COL1A1--FN1	MicroH	10377	47397
COL1A1--FN1	MicroH	2230	47451
COL1A1--FN1	MicroH	8817	47544
COL1A1--FN1	MicroH	7819	47734
COL1A1--FN1	MicroH	7820	47735
COL1A1--FN1	MicroH	7821	47736
COL1A1--FN1	MicroH	17868	47970
COL1A1--FN1	MicroH	17869	47971
COL1A1--FN1	MicroH	14317	48039
COL1A1--FN1	MicroH	18338	48125
COL1A1--FN1	MicroH	8827	48336
COL1A1--FN1	MicroH	8262	48598
COL1A1--FN1	MicroH	8263	48599
COL1A1--FN1	MicroH	3742	48684
COL1A1--FN1	MicroH	13892	48879
COL1A1--FN1	MicroH	18663	48884
COL1A1--FN1	MicroH	2861	50001
COL1A1--FN1	MicroH	6057	50005
COL1A1--FN1	MicroH	13194	50005
COL1A1--FN1	MicroH	14370	51237
COL1A1--FN1	MicroH	14371	51238
COL1A1--FN1	MicroH	15465	51240
COL1A1--FN1	MicroH	18697	52423
COL1A1--FN1	MicroH	10025	52678
COL1A1--FN1	MicroH	10026	52679
COL1A1--FN1	MicroH	18539	52792
COL1A1--FN1	MicroH	14677	53103
COL1A1--FN1	MicroH	17842	53851
COL1A1--FN1	MicroH	14905	55097
COL1A1--FN1	MicroH	16239	55103
COL1A1--FN1	MicroH	17048	55272
COL1A1--FN1	MicroH	8732	55319
COL1A1--FN1	MicroH	2380	55458
COL1A1--FN1	MicroH	2381	55459
COL1A1--FN1	MicroH	13479	55503
COL1A1--FN1	MicroH	17646	55570
COL1A1--FN1	MicroH	8653	55584
COL1A1--FN1	MicroH	8654	55585
COL1A1--FN1	MicroH	8655	55586
COL1A1--FN1	MicroH	8656	55587
COL1A1--FN1	MicroH	8657	55588
COL1A1--FN1	MicroH	8658	55589
COL1A1--FN1	MicroH	8659	55590
COL1A1--FN1	MicroH	8670	55601
COL1A1--FN1	MicroH	8808	55605
COL1A1--FN1	MicroH	8809	55606
COL1A1--FN1	MicroH	8810	55607
COL1A1--FN1	MicroH	8811	55608
COL1A1--FN1	MicroH	8812	55609
COL1A1--FN1	MicroH	8813	55610
COL1A1--FN1	MicroH	8697	55628
COL1A1--FN1	MicroH	8698	55629
COL1A1--FN1	MicroH	8699	55630
COL1A1--FN1	MicroH	8700	55631
COL1A1--FN1	MicroH	17247	55664
COL1A1--FN1	MicroH	8743	55674
COL1A1--FN1	MicroH	8744	55675
COL1A1--FN1	MicroH	8745	55676
COL1A1--FN1	MicroH	8746	55677
COL1A1--FN1	MicroH	8747	55678
COL1A1--FN1	MicroH	8748	55679
COL1A1--FN1	MicroH	8749	55680
COL1A1--FN1	MicroH	8750	55681
COL1A1--FN1	MicroH	8751	55682
COL1A1--FN1	MicroH	8752	55683
COL1A1--FN1	MicroH	8753	55684
COL1A1--FN1	MicroH	8652	55716
COL1A1--FN1	MicroH	8653	55717
COL1A1--FN1	MicroH	8654	55718
COL1A1--FN1	MicroH	8655	55719
COL1A1--FN1	MicroH	8656	55720
COL1A1--FN1	MicroH	8657	55721
COL1A1--FN1	MicroH	8658	55722
COL1A1--FN1	MicroH	8805	55735
COL1A1--FN1	MicroH	8806	55736
COL1A1--FN1	MicroH	8807	55737
COL1A1--FN1	MicroH	8808	55738
COL1A1--FN1	MicroH	8809	55739
COL1A1--FN1	MicroH	8810	55740
COL1A1--FN1	MicroH	8811	55741
COL1A1--FN1	MicroH	8812	55742
COL1A1--FN1	MicroH	5965	55768
COL1A1--FN1	MicroH	8850	55780
COL1A1--FN1	MicroH	8851	55781
COL1A1--FN1	MicroH	8852	55782
COL1A1--FN1	MicroH	8906	55836
COL1A1--FN1	MicroH	8907	55837
COL1A1--FN1	MicroH	8908	55838
COL1A1--FN1	MicroH	8909	55839
COL1A1--FN1	MicroH	8910	55840
COL1A1--FN1	MicroH	8911	55841
COL1A1--FN1	MicroH	8912	55842
COL1A1--FN1	MicroH	8913	55843
COL1A1--FN1	MicroH	17136	55843
COL1A1--FN1	MicroH	4422	55907
COL1A1--FN1	MicroH	12406	56001
COL1A1--FN1	MicroH	17049	56120
COL1A1--FN1	MicroH	5972	56329
COL1A1--FN1	MicroH	5880	56347
COL1A1--FN1	MicroH	13773	56349
COL1A1--FN1	MicroH	6330	56555
COL1A1--FN1	MicroH	5848	56581
COL1A1--FN1	MicroH	16981	56881
COL1A1--FN1	MicroH	5865	57259
COL1A1--FN1	MicroH	5866	57260
COL1A1--FN1	MicroH	8669	57376
COL1A1--FN1	MicroH	8670	57377
COL1A1--FN1	MicroH	8883	57425
COL1A1--FN1	MicroH	8884	57426
COL1A1--FN1	MicroH	8885	57427
COL1A1--FN1	MicroH	6491	57441
COL1A1--FN1	MicroH	9388	57478
COL1A1--FN1	MicroH	8650	57495
COL1A1--FN1	MicroH	8809	57520
COL1A1--FN1	MicroH	15929	57556
COL1A1--FN1	MicroH	8852	57562
COL1A1--FN1	MicroH	8853	57563
COL1A1--FN1	MicroH	14705	57604
COL1A1--FN1	MicroH	6974	57711
COL1A1--FN1	MicroH	17918	57721
COL1A1--FN1	MicroH	17919	57722
COL1A1--FN1	MicroH	17920	57722
COL1A1--FN1	MicroH	17921	57722
COL1A1--FN1	MicroH	17922	57722
COL1A1--FN1	MicroH	17923	57722
COL1A1--FN1	MicroH	17924	57722
COL1A1--FN1	MicroH	17925	57722
COL1A1--FN1	MicroH	17926	57722
COL1A1--FN1	MicroH	17927	57722
COL1A1--FN1	MicroH	17928	57722
COL1A1--FN1	MicroH	15650	58079
COL1A1--FN1	MicroH	15651	58080
COL1A1--FN1	MicroH	15652	58081
COL1A1--FN1	MicroH	15653	58082
COL1A1--FN1	MicroH	1119	58093
COL1A1--FN1	MicroH	3943	58154
COL1A1--FN1	MicroH	3944	58155
COL1A1--FN1	MicroH	9592	59132
COL1A1--FN1	MicroH	10431	59158
COL1A1--FN1	MicroH	4420	60250
COL1A1--FN1	MicroH	11822	61574
COL1A1--FN1	MicroH	7090	61619
COL1A1--FN1	MicroH	7091	61620
COL1A1--FN1	MicroH	7092	61621
COL1A1--FN1	MicroH	13165	61621
COL1A1--FN1	MicroH	13931	62616
COL1A1--FN1	MicroH	9935	62708
COL1A1--FN1	MicroH	9936	62709
COL1A1--FN1	MicroH	4453	63608
COL1A1--FN1	MicroH	17280	63683
COL1A1--FN1	MicroH	16515	63699
COL1A1--FN1	MicroH	2824	63750
COL1A1--FN1	MicroH	15551	63784
COL1A1--FN1	MicroH	15552	63785
COL1A1--FN1	MicroH	15553	63786
COL1A1--FN1	MicroH	5827	63945
COL1A1--FN1	MicroH	5828	63946
COL1A1--FN1	MicroH	13462	64048
COL1A1--FN1	MicroH	10078	64156
COL1A1--FN1	MicroH	2234	65162
COL1A1--FN1	MicroH	9366	65193
COL1A1--FN1	MicroH	14415	65223
COL1A1--FN1	MicroH	15751	65283
COL1A1--FN1	MicroH	15752	65284
COL1A1--FN1	MicroH	15753	65285
COL1A1--FN1	MicroH	15754	65286
COL1A1--FN1	MicroH	16519	65345
COL1A1--FN1	MicroH	14182	65347
COL1A1--FN1	MicroH	14480	65351
COL1A1--FN1	MicroH	14481	65352
COL1A1--FN1	MicroH	17333	66646
COL1A1--FN1	MicroH	17334	66647
COL1A1--FN1	MicroH	17081	67738
COL1A1--FN1	MicroH	17164	67831
COL1A1--FN1	MicroH	17165	67832
COL1A1--FN1	MicroH	17166	67833
COL1A1--FN1	MicroH	10153	67848
COL1A1--FN1	MicroH	5757	67868
COL1A1--FN1	MicroH	5758	67869
COL1A1--FN1	MicroH	14624	68806
COL1A1--FN1	MicroH	5847	68836
COL1A1--FN1	MicroH	14622	68877
COL1A1--FN1	MicroH	17298	69063
COL1A1--FN1	MicroH	16377	69064
COL1A1--FN1	MicroH	16378	69065
COL1A1--FN1	MicroH	16379	69066
COL1A1--FN1	MicroH	17819	70024
COL1A1--FN1	MicroH	8820	70054
COL1A1--FN1	MicroH	5849	70196
COL1A1--FN1	MicroH	16176	70651
COL1A1--FN1	MicroH	13021	70657
COL1A1--FN1	MicroH	5758	70661
COL1A1--FN1	MicroH	8304	70700
COL1A1--FN1	MicroH	8305	70701
COL1A1--FN1	MicroH	17185	70790
COL1A1--FN1	MicroH	10232	70866
COL1A1--FN1	MicroH	5219	70919
COL1A1--FN1	MicroH	18078	70993
COL1A1--FN1	MicroH	17221	71053
COL1A1--FN1	MicroH	17912	71337
COL1A1--FN1	MicroH	9409	71422
COL1A1--FN1	MicroH	18748	71445
COL1A1--FN1	MicroH	13035	71529
COL1A1--FN1	MicroH	13244	71529
COL1A1--FN1	MicroH	14340	71899
COL1A1--FN1	MicroH	14341	71900
COL1A1--FN1	MicroH	14342	71901
COL1A1--FN1	MicroH	9980	71956
COL1A1--FN1	MicroH	19125	72037
COL1A1--FN1	MicroH	14128	72110
COL1A1--FN1	MicroH	14129	72111
COL1A1--FN1	MicroH	17103	72280
COL1A1--FN1	MicroH	18539	72408
COL1A1--FN1	MicroH	3865	72700
